Ward_Code,Ward_Name,County_Name,Constituency_Code,Constituency_Name
1220,Kojwach,Homa Bay,246,Kabondo Kasipul
1221,West Karachuonyo,Homa Bay,247,Karachuonyo
1222,North Karachuonyo,Homa Bay,247,Karachuonyo
1223,Central,Homa Bay,247,Karachuonyo
1224,Kanyaluo,Homa Bay,247,Karachuonyo
1225,Kibiri,Homa Bay,247,Karachuonyo
1226,Wangchieng,Homa Bay,247,Karachuonyo
1227,Kendu Bay Town,Homa Bay,247,Karachuonyo
1228,West Gem,Homa Bay,248,Rangwe
1229,East Gem,Homa Bay,248,Rangwe
1230,Kagan,Homa Bay,248,Rangwe
1231,Kochia,Homa Bay,248,Rangwe
1232,Homa Bay Central,Homa Bay,249,Homa Bay Town
1233,Homa Bay Arujo,Homa Bay,249,Homa Bay Town
1234,Homa Bay West,Homa Bay,249,Homa Bay Town
1235,Homa Bay East,Homa Bay,249,Homa Bay Town
1236,Kwabwai,Homa Bay,250,Ndhiwa
1237,Kanyadoto,Homa Bay,250,Ndhiwa
1238,Kanyikela,Homa Bay,250,Ndhiwa
1239,Kabuoch North,Homa Bay,250,Ndhiwa
1240,Kabuoch South/Pala,Homa Bay,250,Ndhiwa
1241,Kanyamwa Kologi,Homa Bay,250,Ndhiwa
1242,Kanyamwa Kosewe,Homa Bay,250,Ndhiwa
1243,Mfangano Island,Homa Bay,251,Mbita
1244,Rusinga Island,Homa Bay,251,Mbita
1245,Kasgunga,Homa Bay,251,Mbita
1246,Gembe,Homa Bay,251,Mbita
1247,Lambwe,Homa Bay,251,Mbita
1248,Gwassi South,Homa Bay,252,Suba
1249,Gwassi North,Homa Bay,252,Suba
1250,Kaksingri West,Homa Bay,252,Suba
1251,Ruma-Kaksingiri East,Homa Bay,252,Suba
1252,North Kamagambo,Migori,253,Rongo
1253,Central Kamagambo,Migori,253,Rongo
1254,East Kamagambo,Migori,253,Rongo
1255,South Kamagambo,Migori,253,Rongo
1256,North Sakwa,Migori,254,Awendo
1257,South Sakwa,Migori,254,Awendo
1258,West Sakwa,Migori,254,Awendo
1259,Central Sakwa,Migori,254,Awendo
1260,God Jope,Migori,255,Suna East
1261,Suna Central,Migori,255,Suna East
1262,Kakrao,Migori,255,Suna East
1263,Kwa,Migori,255,Suna East
1264,Wiga,Migori,256,Suna West
1265,Wasweta Ii,Migori,256,Suna West
1266,Ragana-Oruba,Migori,256,Suna West
1267,Wasimbete,Migori,256,Suna West
1268,West Kanyamkago,Migori,257,Uriri
1269,North Kanyamkago,Migori,257,Uriri
1270,Central Kanyamkago,Migori,257,Uriri
1271,South Kanyamkago,Migori,257,Uriri
1272,East Kanyamkago,Migori,257,Uriri
1273,Kachien'G,Migori,258,Nyatike
1274,Kachien'G,Migori,258,Nyatike
1275,North Kadem,Migori,258,Nyatike
1276,Macalder/Kanyarwanda,Migori,258,Nyatike
1277,Kaler,Migori,258,Nyatike
1278,Got Kachola,Migori,258,Nyatike
1279,Muhuru,Migori,258,Nyatike
1280,Bukira East,Migori,259,Kuria West
1281,Bukira Centrl/Ikerege,Migori,259,Kuria West
1282,Isibania,Migori,259,Kuria West
1283,Makerero,Migori,259,Kuria West
1284,Masaba,Migori,259,Kuria West
1285,Tagare,Migori,259,Kuria West
1286,Nyamosense/Komosoko,Migori,259,Kuria West
1287,Gokeharaka/Getambwega,Migori,260,Kuria East
1288,Ntimaru West,Migori,260,Kuria East
1289,Ntimaru East,Migori,260,Kuria East
1290,Nyabasi East,Migori,260,Kuria East
1291,Nyabasi West,Migori,260,Kuria East
1292,Bomariba,Kisii,261,Bonchari
1293,Bogiakumu,Kisii,261,Bonchari
1294,Bomorenda,Kisii,261,Bonchari
1295,Riana,Kisii,261,Bonchari
1296,Tabaka,Kisii,262,South Mugirango
1297,Boikang'A,Kisii,262,South Mugirango
1298,Bogetenga,Kisii,262,South Mugirango
1299,Borabu / Chitago,Kisii,262,South Mugirango
1300,Moticho,Kisii,262,South Mugirango
1301,Getenga,Kisii,262,South Mugirango
1302,Bombaba Borabu,Kisii,263,Bomachoge Borabu
1303,Boochi Borabu,Kisii,263,Bomachoge Borabu
1304,Bokimonge,Kisii,263,Bomachoge Borabu
1305,Magenche,Kisii,263,Bomachoge Borabu
1306,Masige West,Kisii,264,Bobasi
1307,Masige East,Kisii,264,Bobasi
1308,Basi Central,Kisii,264,Bobasi
1309,Nyacheki,Kisii,264,Bobasi
1310,Basi Bogetaorio,Kisii,264,Bobasi
1311,Bobasi Chache,Kisii,264,Bobasi
1312,Sameta/Mokwerero,Kisii,264,Bobasi
1313,Bobasi Boitangare,Kisii,264,Bobasi
1314,Majoge Basi,Kisii,265,Bomachoge Chache
1315,Boochi/Tendere,Kisii,265,Bomachoge Chache
1316,Bosoti/Sengera,Kisii,265,Bomachoge Chache
1317,Ichuni,Kisii,266,Nyaribari Masaba
1318,Nyamasibi,Kisii,266,Nyaribari Masaba
1319,Masimba,Kisii,266,Nyaribari Masaba
1320,Gesusu,Kisii,266,Nyaribari Masaba
1321,Kiamokama,Kisii,266,Nyaribari Masaba
1322,Bobaracho,Kisii,267,Nyaribari Chache
1323,Kisii Central,Kisii,267,Nyaribari Chache
1324,Keumbu,Kisii,267,Nyaribari Chache
1325,Kiogoro,Kisii,267,Nyaribari Chache
1326,Birongo,Kisii,267,Nyaribari Chache
1327,Ibeno,Kisii,267,Nyaribari Chache
1328,Monyerero,Kisii,268,Kitutu Chache North
1329,Sensi,Kisii,268,Kitutu Chache North
1330,Marani,Kisii,268,Kitutu Chache North
1331,Kegogi,Kisii,268,Kitutu Chache North
1332,Bogusero,Kisii,269,Kitutu Chache South
1333,Bogeka,Kisii,269,Kitutu Chache South
1334,Nyakoe,Kisii,269,Kitutu Chache South
1335,Kitutu   Central,Kisii,269,Kitutu Chache South
1336,Nyatieko,Kisii,269,Kitutu Chache South
1337,Rigoma,Nyamira,270,Kitutu Masaba
1338,Gachuba,Nyamira,270,Kitutu Masaba
1339,Kemera,Nyamira,270,Kitutu Masaba
1340,Magombo,Nyamira,270,Kitutu Masaba
1341,Manga,Nyamira,270,Kitutu Masaba
1342,Gesima,Nyamira,270,Kitutu Masaba
1343,Nyamaiya,Nyamira,271,West Mugirango
1344,Bogichora,Nyamira,271,West Mugirango
1345,Bosamaro,Nyamira,271,West Mugirango
1346,Bonyamatuta,Nyamira,271,West Mugirango
1347,Township,Nyamira,271,West Mugirango
1348,Itibo,Nyamira,272,North Mugirango
1349,Bomwagamo,Nyamira,272,North Mugirango
1350,Bokeira,Nyamira,272,North Mugirango
1351,Magwagwa,Nyamira,272,North Mugirango
1352,Ekerenyo,Nyamira,272,North Mugirango
1353,Mekenene,Nyamira,273,Borabu
1354,Kiabonyoru,Nyamira,273,Borabu
1355,Nyansiongo,Nyamira,273,Borabu
1356,Esise,Nyamira,273,Borabu
1357,Kitisuru,Nairobi,274,Westlands
1358,Parklands/Highridge,Nairobi,274,Westlands
1359,Karura,Nairobi,274,Westlands
1360,Kangemi,Nairobi,274,Westlands
1361,Mountain View,Nairobi,274,Westlands
1362,Kilimani,Nairobi,275,Dagoretti North
1363,Gatina,Nairobi,275,Dagoretti North
1364,Kileleshwa,Nairobi,275,Dagoretti North
1365,Kawangware,Nairobi,276,Dagoretti South
1366,Kabiro,Nairobi,276,Dagoretti South
1367,Mutuini,Nairobi,276,Dagoretti South
1368,Ngando,Nairobi,276,Dagoretti South
1369,Riruta,Nairobi,276,Dagoretti South
1370,Uthiru/Ruthimitu,Nairobi,276,Dagoretti South
1371,Waithaka,Nairobi,276,Dagoretti South
1372,Karen,Nairobi,277,Langata
1373,Nairobi West,Nairobi,277,Langata
1374,Mugumo-Ini,Nairobi,277,Langata
1375,South C,Nairobi,277,Langata
1376,Nyayo Highrise,Nairobi,278,Kibra
1377,Laini Saba,Nairobi,278,Kibra
1378,Lindi,Nairobi,278,Kibra
1379,Makina,Nairobi,278,Kibra
1380,Woodley/Kenyatta Golf Course,Nairobi,278,Kibra
1381,Sarang'Ombe,Nairobi,278,Kibra
1382,Githurai,Nairobi,279,Roysambu
1383,Kahawa West,Nairobi,279,Roysambu
1384,Zimmerman,Nairobi,279,Roysambu
1385,Roysambu,Nairobi,279,Roysambu
1386,Kahawa,Nairobi,279,Roysambu
1387,Claycity,Nairobi,280,Kasarani
1388,Mwiki,Nairobi,280,Kasarani
1389,Kasarani,Nairobi,280,Kasarani
1390,Njiru,Nairobi,280,Kasarani
1391,Ruai,Nairobi,280,Kasarani
1392,Baba Dogo,Nairobi,281,Ruaraka
1393,Utalii,Nairobi,281,Ruaraka
1394,Mathare North,Nairobi,281,Ruaraka
1395,Lucky Summer,Nairobi,281,Ruaraka
1396,Korogocho,Nairobi,281,Ruaraka
1397,Imara Daima,Nairobi,282,Embakasi South
1398,Kwa Njenga,Nairobi,282,Embakasi South
1399,Kwa Reuben,Nairobi,282,Embakasi South
1400,Pipeline,Nairobi,282,Embakasi South
1401,Kware,Nairobi,282,Embakasi South
1402,Kariobangi North,Nairobi,283,Embakasi North
1403,Dandora Area I,Nairobi,283,Embakasi North
1404,Dandora Area Ii,Nairobi,283,Embakasi North
1405,Dandora Area Iii,Nairobi,283,Embakasi North
1406,Dandora Area Iv,Nairobi,283,Embakasi North
1407,Kayole North,Nairobi,284,Embakasi Central
1408,Kayole Central,Nairobi,284,Embakasi Central
1409,Kayole South,Nairobi,284,Embakasi Central
1410,Komarock,Nairobi,284,Embakasi Central
1411,Matopeni/Spring Valley,Nairobi,284,Embakasi Central
1412,Upper Savannah,Nairobi,285,Embakasi East
1413,Lower Savannah,Nairobi,285,Embakasi East
1414,Embakasi,Nairobi,285,Embakasi East
1415,Utawala,Nairobi,285,Embakasi East
1416,Mihango,Nairobi,285,Embakasi East
1417,Umoja I,Nairobi,286,Embakasi West
1418,Umoja Ii,Nairobi,286,Embakasi West
1419,Mowlem,Nairobi,286,Embakasi West
1420,Kariobangi South,Nairobi,286,Embakasi West
1421,Maringo/Hamza,Nairobi,287,Makadara
1422,Viwandani,Nairobi,287,Makadara
1423,Harambee,Nairobi,287,Makadara
1424,Makongeni,Nairobi,287,Makadara
1425,Pumwani,Nairobi,288,Kamukunji
1426,Eastleigh North,Nairobi,288,Kamukunji
1427,Eastleigh South,Nairobi,288,Kamukunji
1428,Airbase,Nairobi,288,Kamukunji
1429,California,Nairobi,288,Kamukunji
1430,Nairobi Central,Nairobi,289,Starehe
1431,Ngara,Nairobi,289,Starehe
1432,Pangani,Nairobi,289,Starehe
1433,Ziwani/Kariokor,Nairobi,289,Starehe
1434,Landimawe,Nairobi,289,Starehe
1435,Nairobi South,Nairobi,289,Starehe
1436,Hospital,Nairobi,290,Mathare
1437,Mabatini,Nairobi,290,Mathare
1438,Huruma,Nairobi,290,Mathare
1439,Mlango Kubwa,Nairobi,290,Mathare
1440,Kiamaiko,Nairobi,290,Mathare
