Ward_Code,Ward_Name,County_Name,Constituency_Code,Constituency_Name
625,Turkwel,Turkana,126,Loima
626,Loima,Turkana,126,Loima
627,Lokiriama/Lorengippi,Turkana,126,Loima
628,Kaputir,Turkana,127,Turkana South
629,Katilu,Turkana,127,Turkana South
630,Lobokat,Turkana,127,Turkana South
631,Kalapata,Turkana,127,Turkana South
632,Lokichar,Turkana,127,Turkana South
633,Kapedo/Napeitom,Turkana,128,Turkana East
634,Katilia,Turkana,128,Turkana East
635,Riwo,West Pokot,129,Kapenguria
636,Kapenguria,West Pokot,129,Kapenguria
637,Mnagei,West Pokot,129,Kapenguria
638,Siyoi,West Pokot,129,Kapenguria
639,Endugh,West Pokot,129,Kapenguria
640,Sook,West Pokot,129,Kapenguria
641,Sekerr,West Pokot,130,Sigor
642,Masool,West Pokot,130,Sigor
643,Lomut,West Pokot,130,Sigor
644,Weiwei,West Pokot,130,Sigor
645,Suam,West Pokot,131,Kacheliba
646,Kodich,West Pokot,131,Kacheliba
647,Kasei,West Pokot,131,Kacheliba
648,Kapchok,West Pokot,131,Kacheliba
649,Kiwawa,West Pokot,131,Kacheliba
650,Alale,West Pokot,131,Kacheliba
651,Chepareria,West Pokot,132,Pokot South
652,Batei,West Pokot,132,Pokot South
653,Lelan,West Pokot,132,Pokot South
654,Tapach,West Pokot,132,Pokot South
655,Lodokejek,Samburu,133,Samburu West
656,Suguta Marmar,Samburu,133,Samburu West
657,Maralal,Samburu,133,Samburu West
658,Loosuk,Samburu,133,Samburu West
659,Porro,Samburu,133,Samburu West
660,El-Barta,Samburu,134,Samburu North
661,Nachola,Samburu,134,Samburu North
662,Ndoto,Samburu,134,Samburu North
663,Nyiro,Samburu,134,Samburu North
664,Angata Nanyokie,Samburu,134,Samburu North
665,Baawa,Samburu,134,Samburu North
666,Waso,Samburu,135,Samburu East
667,Wamba West,Samburu,135,Samburu East
668,Wamba East,Samburu,135,Samburu East
669,Wamba North,Samburu,135,Samburu East
670,Kwanza,Trans Nzoia,136,Kwanza
671,Keiyo,Trans Nzoia,136,Kwanza
672,Bidii,Trans Nzoia,136,Kwanza
673,Chepchoina,Trans Nzoia,137,Endebess
674,Endebess,Trans Nzoia,137,Endebess
675,Matumbei,Trans Nzoia,137,Endebess
676,Kinyoro,Trans Nzoia,138,Saboti
677,Matisi,Trans Nzoia,138,Saboti
678,Tuwani,Trans Nzoia,138,Saboti
679,Saboti,Trans Nzoia,138,Saboti
680,Machewa,Trans Nzoia,138,Saboti
681,Kiminini,Trans Nzoia,139,Kiminini
682,Waitaluk,Trans Nzoia,139,Kiminini
683,Sirende,Trans Nzoia,139,Kiminini
684,Hospital,Trans Nzoia,139,Kiminini
685,Sikhendu,Trans Nzoia,139,Kiminini
686,Nabiswa,Trans Nzoia,139,Kiminini
687,Sinyerere,Trans Nzoia,140,Cherangany
688,Makutano,Trans Nzoia,140,Cherangany
689,Kaplamai,Trans Nzoia,140,Cherangany
690,Motosiet,Trans Nzoia,140,Cherangany
691,Cherangany/Suwerwa,Trans Nzoia,140,Cherangany
692,Chepsiro/Kiptoror,Trans Nzoia,140,Cherangany
693,Sitatunga,Trans Nzoia,140,Cherangany
694,Moi'S Bridge,Uasin Gishu,141,Soy
695,Kapkures,Uasin Gishu,141,Soy
696,Ziwa,Uasin Gishu,141,Soy
697,Segero/Barsombe,Uasin Gishu,141,Soy
698,Kipsomba,Uasin Gishu,141,Soy
699,Soy,Uasin Gishu,141,Soy
700,Kuinet/Kapsuswa,Uasin Gishu,141,Soy
701,Ngenyilel,Uasin Gishu,142,Turbo
702,Tapsagoi,Uasin Gishu,142,Turbo
703,Kamagut,Uasin Gishu,142,Turbo
704,Kiplombe,Uasin Gishu,142,Turbo
705,Kapsaos,Uasin Gishu,142,Turbo
706,Huruma,Uasin Gishu,142,Turbo
707,Tembelio,Uasin Gishu,143,Moiben
708,Sergoit,Uasin Gishu,143,Moiben
709,Karuna/Meibeki,Uasin Gishu,143,Moiben
710,Moiben,Uasin Gishu,143,Moiben
711,Kimumu,Uasin Gishu,143,Moiben
712,Kapsoya,Uasin Gishu,144,Ainabkoi
713,Kaptagat,Uasin Gishu,144,Ainabkoi
714,Ainabkoi/Olare,Uasin Gishu,144,Ainabkoi
715,Simat/Kapseret,Uasin Gishu,145,Kapseret
716,Kipkenyo,Uasin Gishu,145,Kapseret
717,Ngeria,Uasin Gishu,145,Kapseret
718,Megun,Uasin Gishu,145,Kapseret
719,Langas,Uasin Gishu,145,Kapseret
720,Racecourse,Uasin Gishu,146,Kesses
721,Cheptiret/Kipchamo,Uasin Gishu,146,Kesses
722,Tulwet/Chuiyat,Uasin Gishu,146,Kesses
723,Tarakwa,Uasin Gishu,146,Kesses
724,Kapyego,Elgeyo-Marakwet,147,Marakwet East
725,Sambirir,Elgeyo-Marakwet,147,Marakwet East
726,Endo,Elgeyo-Marakwet,147,Marakwet East
727,Sengwer,Elgeyo-Marakwet,148,Marakwet West
728,Cherang'Any/Chebororwa,Elgeyo-Marakwet,148,Marakwet West
729,Moiben/Kuserwo,Elgeyo-Marakwet,148,Marakwet West
730,Kapsowar,Elgeyo-Marakwet,148,Marakwet West
731,Arror,Elgeyo-Marakwet,148,Marakwet West
732,Emsoo,Elgeyo-Marakwet,149,Keiyo North
733,Kamariny,Elgeyo-Marakwet,149,Keiyo North
734,Kapchemutwa,Elgeyo-Marakwet,149,Keiyo North
735,Tambach,Elgeyo-Marakwet,149,Keiyo North
736,Kaptarakwa,Elgeyo-Marakwet,150,Keiyo South
737,Chepkorio,Elgeyo-Marakwet,150,Keiyo South
738,Soy North,Elgeyo-Marakwet,150,Keiyo South
739,Soy South,Elgeyo-Marakwet,150,Keiyo South
740,Kabiemit,Elgeyo-Marakwet,150,Keiyo South
741,Metkei,Elgeyo-Marakwet,150,Keiyo South
742,Songhor/Soba,Nandi,151,Tinderet
743,Tindiret,Nandi,151,Tinderet
744,Chemelil/Chemase,Nandi,151,Tinderet
745,Kapsimotwo,Nandi,151,Tinderet
746,Kabwareng,Nandi,152,Aldai
747,Terik,Nandi,152,Aldai
748,Kemeloi-Maraba,Nandi,152,Aldai
749,Kobujoi,Nandi,152,Aldai
750,Kaptumo-Kaboi,Nandi,152,Aldai
751,Koyo-Ndurio,Nandi,152,Aldai
752,Nandi Hills,Nandi,153,Nandi Hills
753,Chepkunyuk,Nandi,153,Nandi Hills
754,Ol'Lessos,Nandi,153,Nandi Hills
755,Kapchorua,Nandi,153,Nandi Hills
756,Chemundu/Kapng'Etuny,Nandi,154,Chesumei
757,Kosirai,Nandi,154,Chesumei
758,Lelmokwo/Ngechek,Nandi,154,Chesumei
759,Kaptel/Kamoiywo,Nandi,154,Chesumei
760,Kiptuya,Nandi,154,Chesumei
761,Chepkumia,Nandi,155,Emgwen
762,Kapkangani,Nandi,155,Emgwen
763,Kapsabet,Nandi,155,Emgwen
764,Kilibwoni,Nandi,155,Emgwen
765,Chepterwai,Nandi,156,Mosop
766,Kipkaren,Nandi,156,Mosop
767,Kurgung/Surungai,Nandi,156,Mosop
768,Kabiyet,Nandi,156,Mosop
769,Ndalat,Nandi,156,Mosop
770,Kabisaga,Nandi,156,Mosop
771,Sangalo/Kebulonik,Nandi,156,Mosop
772,Tirioko,Baringo,157,Tiaty
773,Kolowa,Baringo,157,Tiaty
774,Ribkwo,Baringo,157,Tiaty
775,Silale,Baringo,157,Tiaty
776,Loiyamorock,Baringo,157,Tiaty
777,Tangulbei/Korossi,Baringo,157,Tiaty
778,Churo/Amaya,Baringo,157,Tiaty
779,Barwessa,Baringo,158,Baringo North
780,Kabartonjo,Baringo,158,Baringo North
781,Saimo/Kipsaraman,Baringo,158,Baringo North
782,Saimo/Soi,Baringo,158,Baringo North
783,Bartabwa,Baringo,158,Baringo North
784,Kabarnet,Baringo,159,Baringo Central
785,Sacho,Baringo,159,Baringo Central
786,Tenges,Baringo,159,Baringo Central
787,Ewalel Chapchap,Baringo,159,Baringo Central
788,Kapropita,Baringo,159,Baringo Central
789,Marigat,Baringo,160,Baringo South
790,Ilchamus,Baringo,160,Baringo South
791,Mochongoi,Baringo,160,Baringo South
792,Mukutani,Baringo,160,Baringo South
793,Mogotio,Baringo,161,Mogotio
794,Emining,Baringo,161,Mogotio
795,Kisanana,Baringo,161,Mogotio
796,Lembus,Baringo,162,Eldama Ravine
797,Lembus Kwen,Baringo,162,Eldama Ravine
798,Ravine,Baringo,162,Eldama Ravine
799,Mumberes/Maji Mazuri,Baringo,162,Eldama Ravine
800,Lembus/Perkerra,Baringo,162,Eldama Ravine
801,Koibatek,Baringo,162,Eldama Ravine
802,Ol-Moran,Laikipia,163,Laikipia West
803,Rumuruti Township,Laikipia,163,Laikipia West
804,Githiga,Laikipia,163,Laikipia West
805,Marmanet,Laikipia,163,Laikipia West
806,Igwamiti,Laikipia,163,Laikipia West
807,Salama,Laikipia,163,Laikipia West
808,Ngobit,Laikipia,164,Laikipia East
809,Tigithi,Laikipia,164,Laikipia East
810,Thingithu,Laikipia,164,Laikipia East
811,Nanyuki,Laikipia,164,Laikipia East
812,Umande,Laikipia,165,Laikipia North
813,Sosian,Laikipia,165,Laikipia North
814,Segera,Laikipia,165,Laikipia North
815,Mukogondo West,Laikipia,165,Laikipia North
816,Mukogondo East,Laikipia,165,Laikipia North
817,Mariashoni,Nakuru,166,Molo
818,Elburgon,Nakuru,166,Molo
819,Turi,Nakuru,166,Molo
820,Molo,Nakuru,166,Molo
821,Mau Narok,Nakuru,167,Njoro
822,Mauche,Nakuru,167,Njoro
823,Kihingo,Nakuru,167,Njoro
824,Nessuit,Nakuru,167,Njoro
825,Lare,Nakuru,167,Njoro
826,Njoro,Nakuru,167,Njoro
827,Biashara,Nakuru,168,Naivasha
828,Hells Gate,Nakuru,168,Naivasha
829,Lake View,Nakuru,168,Naivasha
830,Mai Mahiu,Nakuru,168,Naivasha
831,Maiella,Nakuru,168,Naivasha
832,Olkaria,Nakuru,168,Naivasha
833,Naivasha East,Nakuru,168,Naivasha
834,Viwandani,Nakuru,168,Naivasha
835,Gilgil,Nakuru,169,Gilgil
836,Elementaita,Nakuru,169,Gilgil
837,Mbaruk/Eburu,Nakuru,169,Gilgil
838,Malewa West,Nakuru,169,Gilgil
839,Murindati,Nakuru,169,Gilgil
840,Amalo,Nakuru,170,Kuresoi South
841,Keringet,Nakuru,170,Kuresoi South
842,Kiptagich,Nakuru,170,Kuresoi South
843,Tinet,Nakuru,170,Kuresoi South
844,Kiptororo,Nakuru,171,Kuresoi North
845,Nyota,Nakuru,171,Kuresoi North
846,Sirikwa,Nakuru,171,Kuresoi North
847,Kamara,Nakuru,171,Kuresoi North
848,Subukia,Nakuru,172,Subukia
849,Waseges,Nakuru,172,Subukia
850,Kabazi,Nakuru,172,Subukia
851,Menengai West,Nakuru,173,Rongai
852,Soin,Nakuru,173,Rongai
853,Visoi,Nakuru,173,Rongai
854,Mosop,Nakuru,173,Rongai
855,Solai,Nakuru,173,Rongai
856,Dundori,Nakuru,174,Bahati
857,Kabatini,Nakuru,174,Bahati
858,Kiamaina,Nakuru,174,Bahati
859,Lanet/Umoja,Nakuru,174,Bahati
860,Bahati,Nakuru,174,Bahati
861,Barut,Nakuru,175,Nakuru Town West
862,Kaptembwo,Nakuru,175,Nakuru Town West
863,Kapkures,Nakuru,175,Nakuru Town West
864,Rhoda,Nakuru,175,Nakuru Town West
865,Shaabab,Nakuru,175,Nakuru Town West
866,London,Nakuru,176,Nakuru Town East
867,Biashara,Nakuru,176,Nakuru Town East
868,Kivumbini,Nakuru,176,Nakuru Town East
869,Flamingo,Nakuru,176,Nakuru Town East
870,Menengai,Nakuru,176,Nakuru Town East
871,Nakuru East,Nakuru,176,Nakuru Town East
872,Kilgoris Central,Narok,177,Kilgoris
873,Keyian,Narok,177,Kilgoris
874,Angata Barikoi,Narok,177,Kilgoris
875,Shankoe,Narok,177,Kilgoris
876,Kimintet,Narok,177,Kilgoris
877,Lolgorian,Narok,177,Kilgoris
878,Ilkerin,Narok,178,Emurua Dikirr
879,Ololmasani,Narok,178,Emurua Dikirr
880,Mogondo,Narok,178,Emurua Dikirr
881,Kapsasian,Narok,178,Emurua Dikirr
882,Olpusimoru,Narok,179,Narok North
883,Olokurto,Narok,179,Narok North
884,Narok Town,Narok,179,Narok North
885,Nkareta,Narok,179,Narok North
886,Olorropil,Narok,179,Narok North
887,Melili,Narok,179,Narok North
888,Mosiro,Narok,180,Narok East
889,Keekonyokie,Narok,180,Narok East
890,Suswa,Narok,180,Narok East
891,Ildamat,Narok,181,Narok South
892,Majimoto/Naroosura,Narok,181,Narok South
893,Ololulung'A,Narok,181,Narok South
894,Melelo,Narok,181,Narok South
895,Loita,Narok,181,Narok South
896,Sogoo,Narok,181,Narok South
897,Sagamian,Narok,181,Narok South
898,Ilmotiok,Narok,182,Narok West
899,Mara,Narok,182,Narok West
900,Siana,Narok,182,Narok West
901,Naikarra,Narok,182,Narok West
902,Olkeri,Kajiado,183,Kajiado North
903,Ongata Rongai,Kajiado,183,Kajiado North
904,Nkaimurunya,Kajiado,183,Kajiado North
905,Oloolua,Kajiado,183,Kajiado North
906,Ngong,Kajiado,183,Kajiado North
907,Purko,Kajiado,184,Kajiado Central
908,Ildamat,Kajiado,184,Kajiado Central
909,Dalalekutuk,Kajiado,184,Kajiado Central
910,Matapato North,Kajiado,184,Kajiado Central
911,Matapato South,Kajiado,184,Kajiado Central
912,Kaputiei North,Kajiado,185,Kajiado East
913,Kitengela,Kajiado,185,Kajiado East
914,Oloosirkon/Sholinke,Kajiado,185,Kajiado East
915,Kenyawa-Poka,Kajiado,185,Kajiado East
916,Imaroro,Kajiado,185,Kajiado East
917,Keekonyokie,Kajiado,186,Kajiado West
918,Iloodokilani,Kajiado,186,Kajiado West
919,Magadi,Kajiado,186,Kajiado West
920,Ewuaso Oonkidong'I,Kajiado,186,Kajiado West
921,Mosiro,Kajiado,186,Kajiado West
922,Entonet/Lenkisim,Kajiado,187,Kajiado South
923,Mbirikani/Eselenkei,Kajiado,187,Kajiado South
924,Kuku,Kajiado,187,Kajiado South
925,Rombo,Kajiado,187,Kajiado South
926,Kimana,Kajiado,187,Kajiado South
927,Londiani,Kericho,188,Kipkelion East
928,Kedowa/Kimugul,Kericho,188,Kipkelion East
929,Chepseon,Kericho,188,Kipkelion East
930,Tendeno/Sorget,Kericho,188,Kipkelion East
931,Kunyak,Kericho,189,Kipkelion West
932,Kamasian,Kericho,189,Kipkelion West
933,Kipkelion,Kericho,189,Kipkelion West
934,Chilchila,Kericho,189,Kipkelion West
935,Kapsoit,Kericho,190,Ainamoi
936,Ainamoi,Kericho,190,Ainamoi
937,Kapkugerwet,Kericho,190,Ainamoi
938,Kipchebor,Kericho,190,Ainamoi
939,Kipchimchim,Kericho,190,Ainamoi
940,Kapsaos,Kericho,190,Ainamoi
941,Kisiara,Kericho,191,Bureti
942,Tebesonik,Kericho,191,Bureti
943,Cheboin,Kericho,191,Bureti
944,Chemosot,Kericho,191,Bureti
945,Litein,Kericho,191,Bureti
946,Cheplanget,Kericho,191,Bureti
947,Kapkatet,Kericho,191,Bureti
948,Waldai,Kericho,192,Belgut
949,Kabianga,Kericho,192,Belgut
950,Cheptororiet/Seretut,Kericho,192,Belgut
951,Chaik,Kericho,192,Belgut
952,Kapsuser,Kericho,192,Belgut
953,Sigowet,Kericho,193,Sigowet/Soin
954,Kaplelartet,Kericho,193,Sigowet/Soin
955,Soliat,Kericho,193,Sigowet/Soin
956,Soin,Kericho,193,Sigowet/Soin
957,Ndanai/Abosi,Bomet,194,Sotik
958,Chemagel,Bomet,194,Sotik
959,Kipsonoi,Bomet,194,Sotik
960,Kapletundo,Bomet,194,Sotik
961,Rongena/Manaret,Bomet,194,Sotik
962,Kong'Asis,Bomet,195,Chepalungu
963,Nyangores,Bomet,195,Chepalungu
964,Sigor,Bomet,195,Chepalungu
965,Chebunyo,Bomet,195,Chepalungu
966,Siongiroi,Bomet,195,Chepalungu
967,Merigi,Bomet,196,Bomet East
968,Kembu,Bomet,196,Bomet East
969,Longisa,Bomet,196,Bomet East
970,Kipreres,Bomet,196,Bomet East
971,Chemaner,Bomet,196,Bomet East
972,Silibwet Township,Bomet,197,Bomet Central
973,Ndaraweta,Bomet,197,Bomet Central
974,Singorwet,Bomet,197,Bomet Central
975,Chesoen,Bomet,197,Bomet Central
976,Mutarakwa,Bomet,197,Bomet Central
977,Chepchabas,Konoin,198,Konoin
978,Kimulot,Konoin,198,Konoin
979,Mogogosiek,Konoin,198,Konoin
980,Boito,Konoin,198,Konoin
981,Embomos,Konoin,198,Konoin
982,Mautuma,Kakamega,199,Lugari
983,Lugari,Kakamega,199,Lugari
984,Lumakanda,Kakamega,199,Lugari
985,Chekalini,Kakamega,199,Lugari
986,Chevaywa,Trans Nzoia,199,Lugari
987,Lwandeti,Kakamega,199,Lugari
988,Likuyani,Kakamega,200,Likuyani
989,Sango,Kakamega,200,Likuyani
990,Kongoni,Kakamega,200,Likuyani
991,Nzoia,Kakamega,200,Likuyani
992,Sinoko,Kakamega,200,Likuyani
993,West Kabras,Kakamega,201,Malava
994,Chemuche,Kakamega,201,Malava
995,East Kabras,Kakamega,201,Malava
996,Butali/Chegulo,Kakamega,201,Malava
997,Manda-Shivanga,Kakamega,201,Malava
998,Shirugu-Mugai,Kakamega,201,Malava
999,South Kabras,Kakamega,201,Malava
1000,Butsotso East,Kakamega,202,Lurambi
1001,Butsotso South,Kakamega,202,Lurambi
1002,Butsotso Central,Kakamega,202,Lurambi
1003,Sheywe,Kakamega,202,Lurambi
1004,Mahiakalo,Kakamega,202,Lurambi
1005,Shirere,Kakamega,202,Lurambi
1006,Ingostse-Mathia,Kakamega,203,Navakholo
1007,Shinoyi-Shikomari-Esumeyia,Kakamega,203,Navakholo
1008,Bunyala West,Kakamega,203,Navakholo
1009,Bunyala East,Kakamega,203,Navakholo
1010,Bunyala Central,Kakamega,203,Navakholo
1011,Mumias Central,Kakamega,204,Mumias West
1012,Mumias North,Kakamega,204,Mumias West
1013,Etenje,Kakamega,204,Mumias West
1014,Musanda,Kakamega,204,Mumias West
1015,Lusheya/Lubinu,Kakamega,205,Mumias East
1016,Malaha/Isongo/Makunga,Kakamega,205,Mumias East
1017,East Wanga,Kakamega,205,Mumias East
1018,Koyonzo,Kakamega,206,Matungu
1019,Kholera,Kakamega,206,Matungu
1020,Khalaba,Kakamega,206,Matungu
1021,Mayoni,Kakamega,206,Matungu
1022,Namamali,Kakamega,206,Matungu
1023,Marama West,Kakamega,207,Butere
1024,Marama Central,Kakamega,207,Butere
1025,Marenyo - Shianda,Kakamega,207,Butere
1026,Marama North,Kakamega,207,Butere
1027,Marama South,Kakamega,207,Butere
1028,Kisa North,Kakamega,208,Khwisero
1029,Kisa East,Kakamega,208,Khwisero
1030,Kisa West,Kakamega,208,Khwisero
1031,Kisa Central,Kakamega,208,Khwisero
1032,Isukha North,Kakamega,209,Shinyalu
1033,Murhanda,Kakamega,209,Shinyalu
1034,Isukha Central,Kakamega,209,Shinyalu
1035,Isukha South,Kakamega,209,Shinyalu
1036,Isukha East,Kakamega,209,Shinyalu
1037,Isukha West,Kakamega,209,Shinyalu
1038,Idakho South,Kakamega,210,Ikolomani
1039,Idakho East,Kakamega,210,Ikolomani
1040,Idakho North,Kakamega,210,Ikolomani
1041,Idakho Central,Kakamega,210,Ikolomani
1042,Lugaga-Wamuluma,Vihiga,211,Vihiga
1043,South Maragoli,Vihiga,211,Vihiga
1044,Central Maragoli,Vihiga,211,Vihiga
1045,Mungoma,Vihiga,211,Vihiga
1046,Lyaduywa/Izava,Vihiga,212,Sabatia
1047,West Sabatia,Vihiga,212,Sabatia
1048,Chavakali,Vihiga,212,Sabatia
1049,North Maragoli,Vihiga,212,Sabatia
1050,Wodanga,Vihiga,212,Sabatia
1051,Busali,Vihiga,212,Sabatia
1052,Shiru,Vihiga,213,Hamisi
1053,Gisambai,Vihiga,213,Hamisi
1054,Shamakhokho,Vihiga,213,Hamisi
1055,Banja,Vihiga,213,Hamisi
1056,Muhudu,Vihiga,213,Hamisi
1057,Tambua,Vihiga,213,Hamisi
1058,Jepkoyai,Vihiga,213,Hamisi
1059,Luanda Township,Vihiga,214,Luanda
1060,Wemilabi,Vihiga,214,Luanda
1061,Mwibona,Vihiga,214,Luanda
1062,Luanda South,Vihiga,214,Luanda
1063,Emabungo,Vihiga,214,Luanda
1064,North East Bunyore,Vihiga,215,Emuhaya
1065,Central Bunyore,Vihiga,215,Emuhaya
1066,West Bunyore,Vihiga,215,Emuhaya
1067,Cheptais,Bungoma,216,Mt. Elgon
1068,Chesikaki,Bungoma,216,Mt. Elgon
1069,Chepyuk,Bungoma,216,Mt. Elgon
1070,Kapkateny,Bungoma,216,Mt. Elgon
1071,Kaptama,Bungoma,216,Mt. Elgon
1072,Elgon,Bungoma,216,Mt. Elgon
1073,Namwela,Bungoma,217,Sirisia
1074,Malakisi/South Kulisiru,Bungoma,217,Sirisia
1075,`,Bungoma,217,Sirisia
1076,Kabuchai/Chwele,Bungoma,218,Kabuchai
1077,West Nalondo,Bungoma,218,Kabuchai
1078,Bwake/Luuya,Bungoma,218,Kabuchai
1079,Mukuyuni,Bungoma,218,Kabuchai
1080,South Bukusu,Bungoma,219,Bumula
1081,Bumula,Bungoma,219,Bumula
1082,Khasoko,Bungoma,219,Bumula
1083,Kabula,Bungoma,219,Bumula
1084,Kimaeti,Bungoma,219,Bumula
1085,West Bukusu,Bungoma,219,Bumula
1086,Siboti,Bungoma,219,Bumula
1087,Bukembe West,Bungoma,220,Kanduyi
1088,Bukembe East,Bungoma,220,Kanduyi
1089,Township,Bungoma,220,Kanduyi
1090,Khalaba,Bungoma,220,Kanduyi
1091,Musikoma,Bungoma,220,Kanduyi
1092,East Sang'Alo,Bungoma,220,Kanduyi
1093,Marakaru/Tuuti,Bungoma,220,Kanduyi
1094,West Sang'Alo,Bungoma,220,Kanduyi
1095,Mihuu,Bungoma,221,Webuye East
1096,Ndivisi,Bungoma,221,Webuye East
1097,Maraka,Bungoma,221,Webuye East
1098,Misikhu,Bungoma,222,Webute West
1099,Sitikho,Bungoma,222,Webute West
1100,Matulo,Bungoma,222,Webute West
1101,Bokoli,Bungoma,222,Webute West
1102,Kibingei,Bungoma,223,Kimilili
1103,Kimilili,Bungoma,223,Kimilili
1104,Maeni,Bungoma,223,Kimilili
1105,Kamukuywa,Bungoma,223,Kimilili
1106,Mbakalo,Bungoma,224,Tongaren
1107,Naitiri/Kabuyefwe,Bungoma,224,Tongaren
1108,Milima,Bungoma,224,Tongaren
1109,Ndalu/ Tabani,Bungoma,224,Tongaren
1110,Tongaren,Bungoma,224,Tongaren
1111,Soysambu/ Mitua,Bungoma,224,Tongaren
1112,Malaba Central,Busia,225,Teso North
1113,Malaba North,Busia,225,Teso North
1114,Ang'Urai South,Busia,225,Teso North
1115,Ang'Urai North,Busia,225,Teso North
1116,Ang'Urai East,Busia,225,Teso North
1117,Malaba South,Busia,225,Teso North
1118,Ang'Orom,Busia,226,Teso South
1119,Chakol South,Busia,226,Teso South
1120,Chakol North,Busia,226,Teso South
1121,Amukura West,Busia,226,Teso South
1122,Amukura East,Busia,226,Teso South
1123,Amukura Central,Busia,226,Teso South
1124,Nambale Township,Busia,227,Nambale
1125,Bukhayo North/Walatsi,Busia,227,Nambale
1126,Bukhayo East,Busia,227,Nambale
1127,Bukhayo Central,Busia,227,Nambale
1128,Bukhayo West,Busia,228,Matayos
1129,Mayenje,Busia,228,Matayos
1130,Matayos South,Busia,228,Matayos
1131,Busibwabo,Busia,228,Matayos
1132,Burumba,Busia,228,Matayos
1133,Marachi West,Busia,229,Butula
1134,Kingandole,Busia,229,Butula
1135,Marachi Central,Busia,229,Butula
1136,Marachi East,Busia,229,Butula
1137,Marachi North,Busia,229,Butula
1138,Elugulu,Busia,229,Butula
1139,Namboboto Nambuku,Busia,230,Funyula
1140,Nangina,Busia,230,Funyula
1141,Ageng'A Nanguba,Busia,230,Funyula
1142,Bwiri,Busia,230,Funyula
1143,Bunyala Central,Busia,231,Budalangi
1144,Bunyala North,Busia,231,Budalangi
1145,Bunyala West,Busia,231,Budalangi
1146,Bunyala South,Busia,231,Budalangi
1147,West Ugenya,Siaya,232,Ugenya
1148,Ukwala,Siaya,232,Ugenya
1149,North Ugenya,Siaya,232,Ugenya
1150,East Ugenya,Siaya,232,Ugenya
1151,Sidindi,Siaya,233,Ugunja
1152,Sigomere,Siaya,233,Ugunja
1153,Ugunja,Siaya,233,Ugunja
1154,Usonga,Siaya,234,Alego Usonga
1155,West Alego,Siaya,234,Alego Usonga
1156,Central Alego,Siaya,234,Alego Usonga
1157,Siaya Township,Siaya,234,Alego Usonga
1158,North Alego,Siaya,234,Alego Usonga
1159,South East Alego,Siaya,234,Alego Usonga
1160,North Gem,Siaya,235,Gem
1161,West Gem,Siaya,235,Gem
1162,Central Gem,Siaya,235,Gem
1163,Yala Township,Siaya,235,Gem
1164,East Gem,Siaya,235,Gem
1165,South Gem,Siaya,235,Gem
1166,Yimbo West,Siaya,236,Bondo
1167,Central Sakwa,Siaya,236,Bondo
1168,South Sakwa,Siaya,236,Bondo
1169,Yimbo East,Siaya,236,Bondo
1170,West Sakwa,Siaya,236,Bondo
1171,North Sakwa,Siaya,236,Bondo
1172,East Asembo,Siaya,237,Rarieda
1173,West Asembo,Siaya,237,Rarieda
1174,North Uyoma,Siaya,237,Rarieda
1175,South Uyoma,Siaya,237,Rarieda
1176,West Uyoma,Siaya,237,Rarieda
1177,Kajulu,Kisumu,238,Kisumu East
1178,Kolwa East,Kisumu,238,Kisumu East
1179,Manyatta 'B',Kisumu,238,Kisumu East
1180,Kolwa Central,Kisumu,238,Kisumu East
1181,South West Kisumu,Kisumu,239,Kisumu West
1182,Central Kisumu,Kisumu,239,Kisumu West
1183,Kisumu North,Kisumu,239,Kisumu West
1184,West Kisumu,Kisumu,239,Kisumu West
1185,North West Kisumu,Kisumu,239,Kisumu West
1186,Nyalenda 'A',Kisumu,240,Kisumu Central
1187,Railways,Kisumu,240,Kisumu Central
1188,Migosi,Kisumu,240,Kisumu Central
1189,Shaurimoyo Kaloleni,Kisumu,240,Kisumu Central
1190,Market Milimani,Kisumu,240,Kisumu Central
1191,Kondele,Kisumu,240,Kisumu Central
1192,Nyalenda B,Kisumu,240,Kisumu Central
1193,West Seme,Kisumu,241,Seme
1194,Central Seme,Kisumu,241,Seme
1195,East Seme,Kisumu,241,Seme
1196,North Seme,Kisumu,241,Seme
1197,East Kano/Wawidhi,Kisumu,242,Nyando
1198,Awasi/Onjiko,Kisumu,242,Nyando
1199,Ahero,Kisumu,242,Nyando
1200,Kabonyo/Kanyagwal,Kisumu,242,Nyando
1201,Kobura,Kisumu,242,Nyando
1202,Miwani,Kisumu,243,Muhoroni
1203,Ombeyi,Kisumu,243,Muhoroni
1204,Masogo/Nyang'Oma,Kisumu,243,Muhoroni
1205,Chemelil,Kisumu,243,Muhoroni
1206,Muhoroni/Koru,Kisumu,243,Muhoroni
1207,South West Nyakach,Kisumu,244,Nyakach
1208,North Nyakach,Kisumu,244,Nyakach
1209,Central Nyakach,Kisumu,244,Nyakach
1210,West Nyakach,Kisumu,244,Nyakach
1211,South East Nyakach,Kisumu,244,Nyakach
1212,West Kasipul,Homa Bay,245,Kasipul
1213,South Kasipul,Homa Bay,245,Kasipul
1214,Central Kasipul,Homa Bay,245,Kasipul
1215,East Kamagak,Homa Bay,245,Kasipul
1216,West Kamagak,Homa Bay,245,Kasipul
1217,Kabondo East,Homa Bay,246,Kabondo Kasipul
1218,Kabondo West,Homa Bay,246,Kabondo Kasipul
1219,Kokwanyo/Kakelo,Homa Bay,246,Kabondo Kasipul
